Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Jessica,BR,Smart TV,0,al,Alvin and the Chipmunks,select,title_results,2022-06-14 23:37:14
Jessica,BR,Smart TV,0,c,Cars,select,suggestion_results,2022-06-14 23:36:28
Jessica,BR,Smart TV,0,c,Johnny English Reborn,select,suggestion_results,2022-06-14 23:36:11
Jessica,BR,Smart TV,0,c,Malibu Rescue,select,suggestion_results,2022-06-14 23:35:57
Jessica,BR,Smart TV,0,c,We're the Millers,select,suggestion_results,2022-06-14 23:35:07
Jessica,BR,Smart TV,0,c,,select,suggestion_results,2022-06-14 23:34:58
Jessica,BR,Smart TV,0,vir,THE CRAZIES,select,suggestion_results,2022-06-14 23:22:15
Jessica,BR,Smart TV,0,vir,The Silence,select,suggestion_results,2022-06-14 23:21:59
Jessica,BR,Smart TV,0,vir,,select,suggestion_results,2022-06-14 23:21:40
Jessica,BR,Smart TV,0,vir,Cargo,select,suggestion_results,2022-06-14 23:20:30
Jessica,BR,Smart TV,0,vir,Virus,select,suggestion_results,2022-06-14 23:19:35
Jessica,BR,Smart TV,0,fic,,select,suggestion_results,2022-06-14 23:18:26
Jessica,BR,Smart TV,0,c,,select,suggestion_results,2022-06-13 00:28:46
Jessica,BR,Smart TV,0,c,Mr Bean's Holiday,select,suggestion_results,2022-06-13 00:27:55
Jessica,BR,Smart TV,0,c,,select,suggestion_results,2022-06-13 00:26:05
Jessica,BR,Smart TV,0,filme comedia,Red Notice,play,title_results,2022-06-12 18:28:51
Jessica,BR,Smart TV,0,filme comedia,Red Notice,select,title_results,2022-06-12 18:28:46
Jessica,BR,Smart TV,0,filme comedia,First Sunday,play,title_results,2022-06-12 16:36:49
Jessica,BR,Smart TV,0,filme comedia,First Sunday,select,title_results,2022-06-12 16:36:43
Jessica,BR,Smart TV,0,fi,Rim of the World,select,title_results,2022-06-12 16:34:55
Jessica,BR,Smart TV,0,c,,select,suggestion_results,2022-06-10 01:05:19
Jessica,BR,Smart TV,0,ficc,How It Ends,select,suggestion_results,2022-06-10 01:04:33
Jessica,BR,Smart TV,0,ficc,See You Yesterday,select,suggestion_results,2022-06-10 01:04:04
Jessica,BR,Smart TV,0,ficc,The Wandering Earth,select,suggestion_results,2022-06-10 01:03:46
Jessica,BR,Smart TV,0,ficc,Extinction,select,suggestion_results,2022-06-10 01:03:25
Jessica,BR,Smart TV,0,ficc,Geostorm,select,suggestion_results,2022-06-10 01:03:01
Jessica,BR,Smart TV,0,ficc,IO,select,suggestion_results,2022-06-10 01:02:25
Jessica,BR,Smart TV,0,ficc,,select,suggestion_results,2022-06-10 01:02:15
Jessica,BR,Smart TV,0,fic,Invasion,play,title_results,2022-06-08 23:21:35
Jessica,BR,Smart TV,0,fic,Invasion,select,title_results,2022-06-08 23:21:23
Jessica,BR,Smart TV,0,f,Faster,select,title_results,2022-06-08 23:20:42
Jessica,BR,Smart TV,0,mad,A Madea Homecoming,play,title_results,2022-06-06 00:29:51
Jessica,BR,Smart TV,0,mad,A Madea Homecoming,select,title_results,2022-06-06 00:29:45
Jessica,BR,Smart TV,0,fic,Mirage,select,suggestion_results,2022-06-03 01:41:50
Jessica,BR,Smart TV,0,fic,How It Ends,select,suggestion_results,2022-06-03 01:41:15
Jessica,BR,Smart TV,0,fic,Oxygen,select,suggestion_results,2022-06-03 01:40:58
Jessica,BR,Smart TV,0,fic,Extinction,select,suggestion_results,2022-06-03 01:40:41
Jessica,BR,Smart TV,0,fic,,select,suggestion_results,2022-06-03 01:40:18
Jessica,BR,Smart TV,0,fic,,select,suggestion_results,2022-06-03 01:40:16
Jessica,BR,Smart TV,0,fic,Invasion,select,title_results,2022-06-03 01:39:48
Jessica,BR,Smart TV,0,mer,The Expendables 2,play,title_results,2022-06-02 01:40:50
Jessica,BR,Smart TV,0,mer,The Expendables 2,select,title_results,2022-06-02 01:40:45
Jessica,BR,Smart TV,0,mer,The Expendables,play,title_results,2022-06-01 15:09:13
Jessica,BR,Smart TV,0,mer,The Expendables,select,title_results,2022-06-01 15:09:07
Jessica,BR,Smart TV,0,marv,,select,title_results,2022-06-01 15:07:26
Jessica,BR,Smart TV,0,marv,,select,title_results,2022-06-01 15:07:13
Jessica,BR,Smart TV,0,ho,Spider-Man: Homecoming,play,title_results,2022-05-31 22:43:39
Jessica,BR,Smart TV,0,ho,Spider-Man: Homecoming,select,title_results,2022-05-31 22:43:35
