Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Jessica,BR,Android Phone,0,catástrofe ,,select,title_results,2022-07-06 22:07:07
Jessica,BR,Android Phone,0,fim do mundo,Dante's Peak,select,title_results,2022-07-06 22:06:42
Jessica,BR,Android Phone,0,fim do mundo,Force of Nature,select,title_results,2022-07-06 22:06:31
Jessica,BR,Smart TV,0,dist,District 9,play,title_results,2022-07-06 15:11:25
Jessica,BR,Smart TV,0,dist,District 9,select,title_results,2022-07-06 15:11:20
Jessica,BR,Android Phone,0,alienígenas ,District 9,play,title_results,2022-07-06 15:07:18
Jessica,BR,Android Phone,0,alienígenas ,District 9,select,title_results,2022-07-06 15:05:37
Jessica,BR,Android Phone,0,zumbi,"To the Lake: Season 1: ""Episode 1""",play,title_results,2022-07-03 16:43:51
Jessica,BR,Android Phone,0,zumbi,,select,title_results,2022-07-03 16:41:42
Jessica,BR,Android Phone,0,,,select,prequery_results,2022-07-03 16:39:45
Jessica,BR,Android Phone,0,fim do mundo,,select,title_results,2022-07-02 16:47:07
Jessica,BR,Smart TV,0,amor,Love & Gelato,play,title_results,2022-06-28 15:31:49
Jessica,BR,Smart TV,0,amor,Love & Gelato,select,title_results,2022-06-28 15:31:41
Jessica,BR,Smart TV,0,p,Planet of the Apes,select,suggestion_results,2022-06-28 15:30:04
Jessica,BR,Smart TV,0,ficc,,select,suggestion_results,2022-06-19 15:54:24
Jessica,BR,HTML 5,0,a sogra,,play,title_results,2022-06-18 21:05:01
Jessica,BR,HTML 5,0,a sogra,,play,title_results,2022-06-18 21:05:01
Jessica,BR,Smart TV,0,t,Transformers: Age of Extinction,play,suggestion_results,2022-06-17 23:41:04
Jessica,BR,Smart TV,0,t,Transformers: Age of Extinction,select,suggestion_results,2022-06-17 23:40:52
Jessica,BR,Smart TV,0,t,Transformers: Dark of the Moon,play,suggestion_results,2022-06-17 23:26:54
Jessica,BR,Smart TV,0,t,Transformers: Dark of the Moon,select,suggestion_results,2022-06-17 23:26:42
Jessica,BR,Smart TV,0,t,Transformers: Revenge of the Fallen,play,suggestion_results,2022-06-17 23:24:47
Jessica,BR,Smart TV,0,t,Transformers: Revenge of the Fallen,select,suggestion_results,2022-06-17 23:24:39
Jessica,BR,Smart TV,0,t,Transformers,select,suggestion_results,2022-06-17 23:24:20
Jessica,BR,Smart TV,0,t,,select,suggestion_results,2022-06-17 23:23:46
Jessica,BR,Smart TV,0,al,Alvin and the Chipmunks,play,title_results,2022-06-14 23:37:18
