Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Jessica,"Ginny & Georgia: Season 1: ""Check One, Check Other""",Samsung Novatek DTV Smart TV,2023-01-13 22:00:44,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1694000},{""eventType"":""playing"",""sessionOffsetMs"":7864,""mediaOffsetMs"":1694000},{""eventType"":""playing"",""sessionOffsetMs"":10295,""mediaOffsetMs"":1695000},{""eventType"":""playing"",""sessionOffsetMs"":16422,""mediaOffsetMs"":1701000},{""eventType"":""paused"",""sessionOffsetMs"":595723,""mediaOffsetMs"":2281000},{""eventType"":""stopped"",""sessionOffsetMs"":598339,""mediaOffsetMs"":2281000}]"
Jessica,A Quiet Place Part II,Samsung Novatek DTV Smart TV,2023-01-13 16:47:39,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7532,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":9941,""mediaOffsetMs"":2000},{""eventType"":""playing"",""sessionOffsetMs"":12044,""mediaOffsetMs"":4000},{""eventType"":""playing"",""sessionOffsetMs"":14056,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":16063,""mediaOffsetMs"":8000},{""eventType"":""stopped"",""sessionOffsetMs"":919532,""mediaOffsetMs"":911469}]"
Jessica,"Ginny & Georgia: Season 1: ""Check One, Check Other""",Samsung Novatek DTV Smart TV,2023-01-13 16:07:57,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":8587,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":915943,""mediaOffsetMs"":907000},{""eventType"":""playing"",""sessionOffsetMs"":1019596,""mediaOffsetMs"":907000},{""eventType"":""stopped"",""sessionOffsetMs"":1996240,""mediaOffsetMs"":1883644}]"
Jessica,"Ginny & Georgia: Season 1: ""Happy Sweet Sixteen, Jerk""",Samsung Novatek DTV Smart TV,2023-01-13 01:13:09,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1037000},{""eventType"":""playing"",""sessionOffsetMs"":8067,""mediaOffsetMs"":1037000},{""eventType"":""playing"",""sessionOffsetMs"":10577,""mediaOffsetMs"":1037000},{""eventType"":""playing"",""sessionOffsetMs"":16688,""mediaOffsetMs"":1043000},{""eventType"":""stopped"",""sessionOffsetMs"":2258067,""mediaOffsetMs"":3284379}]"
Jessica,"Ginny & Georgia: Season 1: ""Happy Sweet Sixteen, Jerk""",Samsung Novatek DTV Smart TV,2023-01-12 02:37:55,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":6110,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":8147,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":12253,""mediaOffsetMs"":10000},{""eventType"":""stopped"",""sessionOffsetMs"":1038110,""mediaOffsetMs"":1035857}]"
Jessica,"Ginny & Georgia: Season 1: ""I’m Triggered""",Samsung Novatek DTV Smart TV,2023-01-12 01:58:28,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1049000},{""eventType"":""playing"",""sessionOffsetMs"":7663,""mediaOffsetMs"":1049000},{""eventType"":""paused"",""sessionOffsetMs"":486303,""mediaOffsetMs"":1525000},{""eventType"":""playing"",""sessionOffsetMs"":551068,""mediaOffsetMs"":1525000},{""eventType"":""stopped"",""sessionOffsetMs"":2348540,""mediaOffsetMs"":3315000}]"
Jessica,Rambo: Last Blood,Samsung Novatek DTV Smart TV,2023-01-09 16:08:04,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":4009000},{""eventType"":""playing"",""sessionOffsetMs"":7960,""mediaOffsetMs"":4009000},{""eventType"":""paused"",""sessionOffsetMs"":210123,""mediaOffsetMs"":4209000},{""eventType"":""playing"",""sessionOffsetMs"":211194,""mediaOffsetMs"":4209000},{""eventType"":""paused"",""sessionOffsetMs"":212193,""mediaOffsetMs"":4210000},{""eventType"":""playing"",""sessionOffsetMs"":212575,""mediaOffsetMs"":4210000},{""eventType"":""paused"",""sessionOffsetMs"":213068,""mediaOffsetMs"":4211000},{""eventType"":""playing"",""sessionOffsetMs"":430630,""mediaOffsetMs"":4211000},{""eventType"":""paused"",""sessionOffsetMs"":1322817,""mediaOffsetMs"":5103000},{""eventType"":""stopped"",""sessionOffsetMs"":1325531,""mediaOffsetMs"":5103000}]"
Jessica,Rambo: Last Blood,Samsung Novatek DTV Smart TV,2023-01-08 17:37:35,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5426,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":794249,""mediaOffsetMs"":788000},{""eventType"":""playing"",""sessionOffsetMs"":795903,""mediaOffsetMs"":788000},{""eventType"":""paused"",""sessionOffsetMs"":796948,""mediaOffsetMs"":789000},{""eventType"":""playing"",""sessionOffsetMs"":1020120,""mediaOffsetMs"":789000},{""eventType"":""paused"",""sessionOffsetMs"":1040694,""mediaOffsetMs"":809000},{""eventType"":""reposition"",""sessionOffsetMs"":1044639,""mediaOffsetMs"":750000},{""eventType"":""playing"",""sessionOffsetMs"":1047169,""mediaOffsetMs"":748000},{""eventType"":""paused"",""sessionOffsetMs"":1789281,""mediaOffsetMs"":1490000},{""eventType"":""playing"",""sessionOffsetMs"":1789835,""mediaOffsetMs"":1490000},{""eventType"":""paused"",""sessionOffsetMs"":1790982,""mediaOffsetMs"":1491000},{""eventType"":""playing"",""sessionOffsetMs"":1889070,""mediaOffsetMs"":1491000},{""eventType"":""paused"",""sessionOffsetMs"":2417973,""mediaOffsetMs"":2020000},{""eventType"":""reposition"",""sessionOffsetMs"":2437621,""mediaOffsetMs"":2020000},{""eventType"":""playing"",""sessionOffsetMs"":2439135,""mediaOffsetMs"":2022000},{""eventType"":""paused"",""sessionOffsetMs"":2799443,""mediaOffsetMs"":2382000},{""eventType"":""playing"",""sessionOffsetMs"":2800109,""mediaOffsetMs"":2382000},{""eventType"":""paused"",""sessionOffsetMs"":2802206,""mediaOffsetMs"":2384000},{""eventType"":""playing"",""sessionOffsetMs"":2928741,""mediaOffsetMs"":2384000},{""eventType"":""paused"",""sessionOffsetMs"":4118479,""mediaOffsetMs"":3573000},{""eventType"":""playing"",""sessionOffsetMs"":4120548,""mediaOffsetMs"":3573000},{""eventType"":""stopped"",""sessionOffsetMs"":4556801,""mediaOffsetMs"":4009253}]"
Jessica,The Bombardment,Samsung Novatek DTV Smart TV,2023-01-08 15:44:58,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7053,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":627157,""mediaOffsetMs"":619000},{""eventType"":""playing"",""sessionOffsetMs"":628233,""mediaOffsetMs"":619000},{""eventType"":""paused"",""sessionOffsetMs"":629442,""mediaOffsetMs"":620000},{""eventType"":""playing"",""sessionOffsetMs"":629674,""mediaOffsetMs"":620000},{""eventType"":""paused"",""sessionOffsetMs"":632234,""mediaOffsetMs"":623000},{""eventType"":""playing"",""sessionOffsetMs"":805543,""mediaOffsetMs"":623000},{""eventType"":""paused"",""sessionOffsetMs"":1553989,""mediaOffsetMs"":1371000},{""eventType"":""playing"",""sessionOffsetMs"":1554798,""mediaOffsetMs"":1371000},{""eventType"":""paused"",""sessionOffsetMs"":1557766,""mediaOffsetMs"":1374000},{""eventType"":""playing"",""sessionOffsetMs"":1627463,""mediaOffsetMs"":1374000},{""eventType"":""paused"",""sessionOffsetMs"":2193873,""mediaOffsetMs"":1941000},{""eventType"":""playing"",""sessionOffsetMs"":2313963,""mediaOffsetMs"":1941000},{""eventType"":""paused"",""sessionOffsetMs"":2778528,""mediaOffsetMs"":2405000},{""eventType"":""playing"",""sessionOffsetMs"":2779581,""mediaOffsetMs"":2405000},{""eventType"":""paused"",""sessionOffsetMs"":2780618,""mediaOffsetMs"":2406000},{""eventType"":""playing"",""sessionOffsetMs"":2836972,""mediaOffsetMs"":2406000},{""eventType"":""paused"",""sessionOffsetMs"":3682379,""mediaOffsetMs"":3252000},{""eventType"":""reposition"",""sessionOffsetMs"":3690691,""mediaOffsetMs"":3252000},{""eventType"":""playing"",""sessionOffsetMs"":3692200,""mediaOffsetMs"":3252000},{""eventType"":""paused"",""sessionOffsetMs"":5101571,""mediaOffsetMs"":4661000},{""eventType"":""playing"",""sessionOffsetMs"":5102081,""mediaOffsetMs"":4661000},{""eventType"":""paused"",""sessionOffsetMs"":5103320,""mediaOffsetMs"":4662000},{""eventType"":""playing"",""sessionOffsetMs"":5104128,""mediaOffsetMs"":4662000},{""eventType"":""paused"",""sessionOffsetMs"":6446095,""mediaOffsetMs"":6004000},{""eventType"":""stopped"",""sessionOffsetMs"":6447681,""mediaOffsetMs"":6004000}]"
Jessica,"Ginny & Georgia: Season 1: ""I’m Triggered""",DefaultWidevineAndroidPhone,2023-01-07 15:32:36,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":596,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":42110,""mediaOffsetMs"":41514},{""eventType"":""paused"",""sessionOffsetMs"":1049998,""mediaOffsetMs"":1049024},{""eventType"":""stopped"",""sessionOffsetMs"":1052638,""mediaOffsetMs"":1049032}]"
Jessica,"Ginny & Georgia: Season 1: ""Boo, Bitch""",DefaultWidevineAndroidPhone,2023-01-07 15:16:17,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2333824},{""eventType"":""playing"",""sessionOffsetMs"":1514,""mediaOffsetMs"":2333824},{""eventType"":""paused"",""sessionOffsetMs"":4053,""mediaOffsetMs"":2336021},{""eventType"":""reposition"",""sessionOffsetMs"":6538,""mediaOffsetMs"":2335532},{""eventType"":""playing"",""sessionOffsetMs"":6781,""mediaOffsetMs"":2333824},{""eventType"":""paused"",""sessionOffsetMs"":14238,""mediaOffsetMs"":2341007},{""eventType"":""reposition"",""sessionOffsetMs"":201165,""mediaOffsetMs"":2340517},{""eventType"":""playing"",""sessionOffsetMs"":201494,""mediaOffsetMs"":2337877},{""eventType"":""playing"",""sessionOffsetMs"":215561,""mediaOffsetMs"":2351974},{""eventType"":""paused"",""sessionOffsetMs"":979643,""mediaOffsetMs"":3115562},{""eventType"":""stopped"",""sessionOffsetMs"":979856,""mediaOffsetMs"":3115562}]"
Jessica,Trailer: Kaleidoscope,DefaultWidevineAndroidPhone,2023-01-07 15:16:09,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1498,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1581,""mediaOffsetMs"":5},{""eventType"":""stopped"",""sessionOffsetMs"":2206,""mediaOffsetMs"":5}]"
Jessica,"Pressure Cooker: Season 1: ""Check Your Ego At The Door""",DefaultWidevineAndroidPhone,2023-01-07 00:15:51,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1497,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4885,""mediaOffsetMs"":3670},{""eventType"":""paused"",""sessionOffsetMs"":6912,""mediaOffsetMs"":5274},{""eventType"":""stopped"",""sessionOffsetMs"":7118,""mediaOffsetMs"":5274}]"
Jessica,Season 1 High Context Clip: Pressure Cooker,DefaultWidevineAndroidPhone,2023-01-07 00:15:38,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1850,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2963,""mediaOffsetMs"":1751},{""eventType"":""paused"",""sessionOffsetMs"":4378,""mediaOffsetMs"":2399},{""eventType"":""stopped"",""sessionOffsetMs"":4418,""mediaOffsetMs"":2399}]"
Jessica,"Pressure Cooker: Season 1: ""Check Your Ego At The Door""",DefaultWidevineAndroidPhone,2023-01-07 00:15:29,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":726,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4646,""mediaOffsetMs"":3792},{""eventType"":""stopped"",""sessionOffsetMs"":4770,""mediaOffsetMs"":3792}]"
Jessica,"Pressure Cooker: Season 1: ""Check Your Ego At The Door""",DefaultWidevineAndroidPhone,2023-01-07 00:15:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2432,""mediaOffsetMs"":0}]"
Jessica,Season 1 High Context Clip: Pressure Cooker,DefaultWidevineAndroidPhone,2023-01-07 00:15:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":917,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1983,""mediaOffsetMs"":954},{""eventType"":""stopped"",""sessionOffsetMs"":2145,""mediaOffsetMs"":963}]"
Jessica,Season 1 High Context Clip: Pressure Cooker,DefaultWidevineAndroidPhone,2023-01-07 00:15:08,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1631,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5416,""mediaOffsetMs"":4421},{""eventType"":""paused"",""sessionOffsetMs"":5657,""mediaOffsetMs"":3926},{""eventType"":""reposition"",""sessionOffsetMs"":8984,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":9037,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":9088,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9991,""mediaOffsetMs"":802},{""eventType"":""stopped"",""sessionOffsetMs"":14759,""mediaOffsetMs"":809}]"
Jessica,Season 1 High Context Clip: Pressure Cooker,DefaultWidevineAndroidPhone,2023-01-07 00:14:51,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1382,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5153,""mediaOffsetMs"":4421},{""eventType"":""playing"",""sessionOffsetMs"":8287,""mediaOffsetMs"":7549},{""eventType"":""playing"",""sessionOffsetMs"":14680,""mediaOffsetMs"":13930},{""eventType"":""paused"",""sessionOffsetMs"":15061,""mediaOffsetMs"":13580},{""eventType"":""stopped"",""sessionOffsetMs"":16091,""mediaOffsetMs"":13588}]"
Jessica,Temporada 1 Teaser: Olhar Indiscreto,DefaultWidevineAndroidPhone,2023-01-07 00:14:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":187,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":859,""mediaOffsetMs"":559},{""eventType"":""stopped"",""sessionOffsetMs"":1186,""mediaOffsetMs"":568}]"
Jessica,Season 1: Plot Clip: MAID,DefaultWidevineAndroidPhone,2023-01-07 00:14:43,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":163,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1519,""mediaOffsetMs"":1261},{""eventType"":""stopped"",""sessionOffsetMs"":6236,""mediaOffsetMs"":1266}]"
Jessica,Season 1 Plot Clip: If Only,DefaultWidevineAndroidPhone,2023-01-07 00:14:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2302,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4827,""mediaOffsetMs"":3120},{""eventType"":""paused"",""sessionOffsetMs"":7126,""mediaOffsetMs"":4699},{""eventType"":""stopped"",""sessionOffsetMs"":7452,""mediaOffsetMs"":4704}]"
Jessica,DI4RIES: Season 1 - CLM 4,DefaultWidevineAndroidPhone,2023-01-07 00:14:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":-19711,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":827,""mediaOffsetMs"":0}]"
Jessica,High Seas: Season 1 (Trailer),DefaultWidevineAndroidPhone,2023-01-07 00:14:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":-20690,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1143,""mediaOffsetMs"":0}]"
Jessica,Sintonia: Season 1 - Upper Bound Clip 12,DefaultWidevineAndroidPhone,2023-01-07 00:14:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":-16283,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1567,""mediaOffsetMs"":0}]"
Jessica,Season 1 Plot Clip: All of Us Are Dead,DefaultWidevineAndroidPhone,2023-01-07 00:14:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":-18472,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":991,""mediaOffsetMs"":0}]"
Jessica,Season 1 Bonus Video: Away,DefaultWidevineAndroidPhone,2023-01-07 00:14:01,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1477,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2603,""mediaOffsetMs"":991},{""eventType"":""stopped"",""sessionOffsetMs"":2732,""mediaOffsetMs"":1011}]"
Jessica,Season 4 Plot Clip: Manifest,DefaultWidevineAndroidPhone,2023-01-07 00:13:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":-11339,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":922,""mediaOffsetMs"":0}]"
Jessica,Trailer 2: Harry & Meghan,DefaultWidevineAndroidPhone,2023-01-07 00:13:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":-7640,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1287,""mediaOffsetMs"":0}]"
Jessica,"Pablo Escobar, el patrón del mal: Season 1_hook_primary_16x9",DefaultWidevineAndroidPhone,2023-01-07 00:13:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":-17811,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1193,""mediaOffsetMs"":0}]"
Jessica,La Casa de Papel: Part 5: Tokio Rekindles With Rio,DefaultWidevineAndroidPhone,2023-01-07 00:13:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":-16934,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":514,""mediaOffsetMs"":0}]"
Jessica,Genre Specific Moment Clip: A Madea Homecoming,DefaultWidevineAndroidPhone,2023-01-07 00:13:54,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1267,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1474,""mediaOffsetMs"":110},{""eventType"":""stopped"",""sessionOffsetMs"":1799,""mediaOffsetMs"":116}]"
Jessica,Moment of High Emotion Clip: The Pale Blue Eye,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":639,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":801,""mediaOffsetMs"":69},{""eventType"":""stopped"",""sessionOffsetMs"":1135,""mediaOffsetMs"":85}]"
Jessica,Control Z: Season 1 - Upper Bound Clip 7,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":-8643,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":751,""mediaOffsetMs"":0}]"
Jessica,Control Z: Season 1 - Upper Bound Clip 7,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":938,""mediaOffsetMs"":0}]"
Jessica,Season 1 Trailer: Summer Heat,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":-4105,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1004,""mediaOffsetMs"":0}]"
Jessica,Outer Banks: Season 2 - Baseline Clip 2,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1171,""mediaOffsetMs"":0}]"
Jessica,Insatiable: Season 1 - Debby Ryan Is Insatiable,DefaultWidevineAndroidPhone,2023-01-07 00:13:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":-3955,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":392,""mediaOffsetMs"":0}]"
Jessica,Moment of High Emotion Clip: The Pale Blue Eye,DefaultWidevineAndroidPhone,2023-01-07 00:13:48,US,"[{""eventType"":""start"",""sessionOffsetMs"":-12477,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":829,""mediaOffsetMs"":0}]"
Jessica,Season 2 Direct Lift Hook 5: Never Have I Ever,DefaultWidevineAndroidPhone,2023-01-07 00:13:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":-2546,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1190,""mediaOffsetMs"":0}]"
Jessica,Outer Banks: Season 2 - Baseline Clip 2,DefaultWidevineAndroidPhone,2023-01-07 00:13:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":-3088,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":738,""mediaOffsetMs"":0}]"
Jessica,How I Became a Gangster_hook_02_16x9,DefaultWidevineAndroidPhone,2023-01-07 00:13:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":-1308,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1501,""mediaOffsetMs"":0}]"
Jessica,Main Character Clip 4: Glass Onion: A Knives Out Mystery,DefaultWidevineAndroidPhone,2023-01-07 00:13:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":-4740,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1555,""mediaOffsetMs"":0}]"
Jessica,Season 1 Main Character Intro Clip: Woman of the Dead,DefaultWidevineAndroidPhone,2023-01-07 00:13:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1083,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1532,""mediaOffsetMs"":376},{""eventType"":""stopped"",""sessionOffsetMs"":1856,""mediaOffsetMs"":383}]"
Jessica,Trailer: Kaleidoscope,DefaultWidevineAndroidPhone,2023-01-07 00:13:36,US,"[{""eventType"":""start"",""sessionOffsetMs"":-1,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1537,""mediaOffsetMs"":0}]"
Jessica,Season 1 Trailer: Copenhagen Cowboy,DefaultWidevineAndroidPhone,2023-01-07 00:13:36,US,"[{""eventType"":""start"",""sessionOffsetMs"":-1208,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":546,""mediaOffsetMs"":0}]"
Jessica,Madre solo hay dos: Season 1- Direct Lift 1,DefaultWidevineAndroidPhone,2023-01-07 00:13:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1489,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1885,""mediaOffsetMs"":279},{""eventType"":""stopped"",""sessionOffsetMs"":2203,""mediaOffsetMs"":285}]"
Jessica,"Ginny & Georgia: Season 1: ""Boo, Bitch""",Samsung Novatek DTV Smart TV,2023-01-06 13:04:25,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7450,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":11511,""mediaOffsetMs"":4000},{""eventType"":""playing"",""sessionOffsetMs"":13514,""mediaOffsetMs"":6000},{""eventType"":""paused"",""sessionOffsetMs"":26685,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":39610,""mediaOffsetMs"":18000},{""eventType"":""stopped"",""sessionOffsetMs"":2354375,""mediaOffsetMs"":2332765}]"
Jessica,"Ginny & Georgia: Season 1: ""Lydia Bennet Is Hundo a Feminist""",Samsung Novatek DTV Smart TV,2023-01-02 01:00:36,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2608000},{""eventType"":""playing"",""sessionOffsetMs"":5611,""mediaOffsetMs"":2608000},{""eventType"":""playing"",""sessionOffsetMs"":8136,""mediaOffsetMs"":2608000},{""eventType"":""playing"",""sessionOffsetMs"":14169,""mediaOffsetMs"":2614000},{""eventType"":""stopped"",""sessionOffsetMs"":514201,""mediaOffsetMs"":3109000}]"
Jessica,Até Que A Sorte Nos Separe 3,Samsung Novatek DTV Smart TV,2023-01-02 00:39:29,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5173000},{""eventType"":""playing"",""sessionOffsetMs"":5429,""mediaOffsetMs"":5173000},{""eventType"":""stopped"",""sessionOffsetMs"":1229179,""mediaOffsetMs"":6391000}]"
Jessica,"The Mist: Season 1: ""Pilot""",Samsung Novatek DTV Smart TV,2023-01-02 00:30:55,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":6242,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":492886,""mediaOffsetMs"":486000},{""eventType"":""stopped"",""sessionOffsetMs"":494243,""mediaOffsetMs"":486000}]"
Jessica,Carmen Sandiego: Season 1 (Clip Main Character),Edge OSS - Windows (Cadmium),2022-12-31 00:45:46,BR,"[{""eventType"":""start"",""sessionOffsetMs"":7,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":805,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":3380,""mediaOffsetMs"":2348}]"
